Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
37940,0.3,Ideal,I,VS1,62.2,53.9,486,4.29,4.33,2.68
38100,0.36,Premium,E,VS2,60.3,59.0,1013,4.64,4.58,2.78
38123,0.3,Premium,G,VVS1,60.7,58.0,1013,4.36,4.34,2.64
38149,0.5,Very Good,I,VS1,63.1,56.0,1013,5.07,5.01,3.18
38174,0.7,Fair,I,I1,66.3,63.0,1014,5.58,5.43,3.66
38197,0.5,Good,D,SI2,58.5,64.0,1015,5.2,5.12,3.02
38221,0.43,Premium,F,SI1,60.6,59.0,1016,4.87,4.84,2.94
38285,0.28,Very Good,F,VS1,62.1,59.0,487,4.16,4.21,2.6
38310,0.31,Premium,J,VS2,62.7,58.0,488,4.34,4.3,2.71
38334,0.32,Ideal,E,VVS1,61.7,56.0,1020,4.42,4.4,2.72
38349,0.5,Premium,G,I1,62.2,59.0,1020,5.07,5.03,3.14
38393,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0
38395,0.42,Ideal,E,VS2,61.8,57.0,1024,4.81,4.77,2.96
38554,0.39,Ideal,E,VVS2,61.9,55.0,1034,4.7,4.74,2.92
38617,0.3,Ideal,J,IF,61.5,56.0,489,4.32,4.33,2.66
38704,0.37,Ideal,E,VS2,62.6,56.0,1041,4.61,4.56,2.87
38705,0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83
38755,0.32,Ideal,D,VS1,61.4,57.0,1044,4.43,4.4,2.71
38779,0.31,Ideal,E,VVS2,61.7,56.0,1046,4.36,4.33,2.68
38836,0.4,Very Good,F,VVS2,62.0,56.0,1049,4.71,4.74,2.93
38863,0.4,Premium,F,VS1,60.3,60.0,1050,4.81,4.77,2.89
38920,0.33,Premium,G,IF,60.8,58.0,1052,4.46,4.42,2.7
38990,0.36,Ideal,G,VVS1,62.8,57.0,1053,4.55,4.52,2.85
39041,0.37,Ideal,G,IF,61.5,56.0,1056,4.6,4.64,2.84
39054,0.54,Ideal,I,SI1,61.9,54.0,1057,5.25,5.28,3.26
39057,0.39,Very Good,F,VVS2,63.5,58.0,1058,4.65,4.61,2.94
39130,0.41,Premium,G,VS2,61.4,59.0,1061,4.79,4.75,2.93
39131,0.41,Premium,G,VS2,61.6,58.0,1061,4.78,4.73,2.93
39230,0.32,Ideal,D,VVS1,61.3,57.0,1067,4.39,4.42,2.7
39241,0.5,Very Good,H,SI1,62.9,58.0,1068,5.01,5.04,3.16
39247,0.38,Ideal,E,VVS2,60.9,56.0,1068,4.71,4.68,2.06
39301,0.38,Premium,E,VS1,60.7,59.0,1069,4.7,4.65,2.84
39310,0.5,Fair,F,SI1,64.7,60.0,1069,4.99,4.84,3.18
39371,0.5,Very Good,D,SI2,58.5,60.0,1074,5.19,5.21,3.04
39446,0.41,Ideal,E,VS1,61.5,56.0,1076,4.79,4.77,2.94
39453,0.5,Very Good,E,SI2,63.0,57.0,1077,5.04,5.09,3.19
39482,0.41,Ideal,E,VS1,61.9,55.0,1079,4.76,4.8,2.96
39503,0.36,Ideal,G,VVS1,60.9,57.0,1080,4.63,4.57,2.8
39540,0.4,Premium,F,VS2,62.1,58.0,1080,4.76,4.71,2.94
39594,0.4,Ideal,G,SI1,60.1,56.0,1084,4.8,4.85,2.9
39722,0.52,Ideal,G,SI2,61.6,55.0,1090,5.16,5.19,3.19
39763,0.36,Premium,D,VS2,60.5,58.0,1094,4.63,4.6,2.79
39816,0.4,Ideal,G,VVS1,61.7,57.0,1097,4.71,4.74,2.91
39827,0.39,Premium,G,VS1,62.4,57.0,1097,4.68,4.62,2.9
39965,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92
40024,0.51,Premium,D,SI2,60.2,58.0,1109,5.24,5.2,3.14
40033,0.47,Premium,G,SI1,59.5,60.0,1110,5.09,5.06,3.02
40106,0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74
40255,0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9
40269,0.33,Very Good,G,SI1,61.1,59.0,492,4.42,4.45,2.71
40297,0.4,Ideal,G,VS1,62.2,56.0,1125,4.74,4.72,2.94
40411,0.55,Premium,E,SI2,58.4,61.0,1134,5.37,5.31,3.12
40445,0.7,Premium,G,I1,59.7,59.0,1138,5.76,5.57,3.39
40509,0.56,Very Good,H,SI2,59.5,57.0,1144,5.4,5.43,3.22
40517,0.44,Ideal,I,VVS1,60.9,56.0,1145,4.9,4.96,3.0
40571,0.52,Very Good,G,SI2,63.1,56.0,1151,5.12,5.08,3.22
40631,0.41,Ideal,E,VS1,62.1,56.0,1153,4.78,4.75,2.96
40640,0.41,Premium,E,VS1,61.8,58.0,1153,4.75,4.73,2.93
40666,0.45,Good,G,VS1,58.1,61.2,1154,5.02,5.07,2.93
40670,0.44,Premium,G,VVS2,61.3,60.0,1155,4.94,4.88,3.01
40782,0.43,Good,F,VS1,61.4,61.1,1167,4.85,4.87,2.98
40789,0.4,Ideal,F,VVS1,61.7,55.0,1168,4.77,4.79,2.95
40890,0.56,Fair,F,SI1,61.6,61.0,1176,5.38,5.21,3.26
40975,0.5,Ideal,G,SI2,60.7,56.0,1180,5.13,5.18,3.13
40992,0.42,Premium,E,VS1,62.1,55.0,1181,4.85,4.81,3.0
41058,0.52,Very Good,E,SI2,62.6,58.0,1190,5.11,5.14,3.21
41078,0.41,Premium,F,VVS2,61.0,59.0,1192,4.83,4.77,2.93
41082,0.41,Premium,F,VVS2,60.1,59.0,1192,4.82,4.79,2.89
41106,0.51,Very Good,E,SI2,61.6,57.0,1195,5.17,5.19,3.19
41224,0.43,Premium,G,VVS1,60.3,58.0,1207,4.87,4.91,2.95
41230,0.4,Very Good,E,IF,62.9,58.0,1207,4.68,4.77,2.97
41295,0.34,Ideal,D,VVS1,61.7,56.0,1211,4.48,4.46,2.76
41300,0.38,Ideal,E,VS1,62.2,54.0,1211,4.65,4.63,2.89
41352,0.57,Premium,H,SI1,59.3,58.0,1218,5.4,5.46,3.22
41366,0.5,Premium,H,SI1,62.1,60.0,1219,5.06,5.02,3.13
41378,0.53,Ideal,F,SI2,60.9,55.0,1220,5.26,5.29,3.21
41419,0.55,Premium,G,SI1,60.7,56.0,1226,5.38,5.32,3.25
41436,0.42,Ideal,F,VS1,61.6,55.0,1228,4.84,4.87,2.99
41458,0.45,Premium,F,VS1,62.1,59.0,1229,4.85,4.81,3.0
41626,0.29,Ideal,F,VS2,61.6,56.0,504,4.28,4.32,2.65
41638,0.32,Premium,J,VS2,61.9,58.0,504,4.38,4.35,2.7
41693,0.5,Ideal,G,SI1,62.5,57.0,1240,5.09,5.05,3.17
41699,0.45,Good,E,VS1,61.7,63.0,1241,4.88,4.91,3.02
41864,0.4,Ideal,G,IF,61.1,56.0,1257,4.76,4.79,2.92
41868,0.38,Premium,D,VVS2,61.9,56.0,1257,4.65,4.63,2.87
41900,0.54,Ideal,F,SI1,61.5,55.0,1260,5.23,5.28,3.23
42007,0.59,Ideal,F,SI2,61.8,55.0,1265,5.41,5.44,3.35
42264,0.44,Premium,G,VVS1,60.9,59.0,1294,4.96,4.9,3.0
42285,0.36,Ideal,I,SI1,61.3,55.0,505,4.6,4.64,2.83
42298,0.32,Ideal,H,VS2,62.0,55.0,505,4.38,4.4,2.72
42351,0.39,Ideal,E,VVS2,61.6,56.0,1300,4.69,4.73,2.9
42434,0.46,Premium,G,VVS2,61.3,60.0,1314,4.94,5.01,3.05
42477,0.51,Very Good,E,SI1,60.8,55.0,1318,5.17,5.2,3.15
42483,0.59,Good,F,SI1,59.5,62.0,1318,5.45,5.5,3.26
42555,0.42,Premium,F,VVS1,60.5,58.0,1326,4.81,4.84,2.92
42588,0.35,Ideal,D,VVS1,60.6,56.0,1330,4.58,4.59,2.78
42628,0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73
42661,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
42717,0.54,Ideal,E,SI2,60.4,57.0,1340,5.33,5.27,3.2
42756,0.54,Very Good,D,SI2,63.2,57.0,1343,5.19,5.16,3.27
42760,0.56,Ideal,G,SI1,62.5,57.0,1345,5.26,5.23,3.28
42835,0.51,Ideal,E,SI1,61.5,54.0,1356,5.15,5.19,3.18
42839,0.41,Ideal,F,VVS1,60.9,56.0,1356,4.83,4.79,2.93
42850,0.41,Ideal,F,VVS1,62.3,55.0,1356,4.79,4.74,2.97
42873,0.55,Ideal,G,SI2,61.6,56.0,1358,5.28,5.31,3.26
43002,0.58,Ideal,I,VVS2,62.0,56.0,1369,5.34,5.38,3.32
43102,0.57,Very Good,E,SI2,58.8,57.3,1384,5.42,5.46,3.21
43104,0.57,Ideal,G,SI1,62.1,56.0,1384,5.28,5.32,3.29
43166,0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.78,2.98
43185,0.54,Very Good,G,SI1,63.2,58.0,1392,5.15,5.16,3.26
43228,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.73,4.7,2.9
43303,0.61,Premium,F,SI2,60.9,58.0,1401,5.52,5.44,3.34
43347,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14
43425,0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66
43438,0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22
43453,0.5,Good,E,SI1,63.7,56.0,1415,5.06,5.02,3.21
43501,0.54,Ideal,E,SI1,61.3,56.0,1422,5.22,5.25,3.21
43551,0.5,Good,G,VS1,57.5,56.0,1429,5.3,5.24,3.03
43675,0.5,Very Good,F,VS2,63.0,55.0,1436,5.04,5.09,3.19
43724,0.51,Very Good,G,VS2,62.9,57.0,1438,5.06,5.12,3.2
43731,0.51,Very Good,G,VS2,62.9,58.0,1438,5.06,5.11,3.2
43744,0.51,Ideal,E,SI1,62.7,55.0,1438,5.07,5.1,3.19
43758,0.41,Premium,F,IF,62.6,58.0,1439,4.73,4.76,2.97
43806,0.51,Very Good,G,VS2,63.4,55.0,1443,5.06,5.03,3.2
43826,0.51,Premium,E,SI1,58.8,58.0,1443,5.28,5.23,3.09
43918,0.31,Ideal,I,VS1,61.4,55.2,513,4.32,4.35,2.66
44143,0.6,Ideal,F,SI2,61.7,56.0,1562,5.41,5.38,3.33
44178,0.54,Ideal,G,VS1,61.4,57.0,1567,5.2,5.23,3.2
44197,0.51,Ideal,D,SI1,61.8,55.0,1569,5.14,5.18,3.19
44245,0.51,Very Good,F,VS2,63.2,56.0,1574,5.1,5.06,3.21
44303,0.56,Very Good,D,SI1,63.9,56.0,1578,5.2,5.26,3.34
44335,0.33,Premium,H,VS2,61.3,60.0,521,4.44,4.47,2.73
44386,0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97
44410,0.53,Ideal,E,SI1,61.9,55.0,1585,5.2,5.24,3.23
44511,0.52,Very Good,F,VS2,60.7,59.0,1600,5.14,5.18,3.13
44535,0.5,Very Good,G,VS1,61.9,59.0,1603,5.06,5.08,3.14
44684,0.5,Premium,D,SI1,62.8,58.0,1610,5.06,5.03,3.17
44695,0.56,Ideal,H,SI1,61.6,56.0,1612,5.29,5.33,3.27
44756,0.52,Premium,D,VS2,60.9,58.0,1619,5.22,5.16,3.16
44757,0.51,Ideal,F,VS2,62.8,57.0,1619,5.1,5.06,3.19
44811,0.5,Very Good,G,VS1,61.0,59.0,1624,5.09,5.14,3.12
44928,0.51,Ideal,G,VS1,59.0,59.0,1632,5.25,5.28,3.11
44950,0.5,Good,D,VS2,63.4,57.0,1635,5.04,5.09,3.21
44957,0.58,Very Good,I,VVS1,63.0,57.0,1636,5.29,5.34,3.35
44961,0.58,Premium,I,VVS1,62.6,59.0,1636,5.27,5.31,3.31
45082,0.55,Ideal,D,VS2,61.0,56.0,1645,5.28,5.31,3.23
45134,0.53,Very Good,E,VS2,62.8,57.0,1653,5.16,5.19,3.25
45179,0.51,Ideal,G,VS1,61.7,56.0,1656,5.1,5.14,3.16
45303,0.3,Very Good,D,SI1,62.3,57.0,524,4.26,4.31,2.67
45322,0.32,Very Good,E,SI1,60.4,61.0,524,4.39,4.42,2.66
45347,0.59,Ideal,E,SI1,62.4,55.0,1664,5.34,5.39,3.35
45413,0.51,Ideal,G,VS1,61.7,56.0,1668,5.1,5.2,3.18
45414,0.51,Ideal,G,VS1,60.4,59.0,1668,5.16,5.21,3.13
45419,0.55,Ideal,E,SI1,61.7,57.0,1668,5.27,5.23,3.24
45434,0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23
45572,0.52,Ideal,E,VS2,62.2,56.0,1689,5.11,5.15,3.19
45678,0.56,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29
45743,0.52,Good,D,VS2,63.4,56.0,1701,5.09,5.16,3.25
45744,0.52,Very Good,D,VS2,59.4,61.0,1701,5.23,5.24,3.11
46037,0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3
46164,0.5,Ideal,E,VS2,61.4,57.0,1746,5.11,5.08,3.13
46170,0.5,Premium,E,VS2,62.7,54.0,1746,5.1,5.07,3.19
46217,0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16
46247,0.53,Premium,D,SI1,60.0,58.0,1753,5.29,5.24,3.16
46255,0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23
46318,0.3,Good,G,VS2,63.9,55.0,526,4.27,4.28,2.73
46423,0.53,Ideal,G,VS2,61.6,57.0,1769,5.15,5.2,3.19
46425,0.53,Ideal,E,SI1,60.9,57.0,1769,5.21,5.24,3.18
46468,0.53,Good,D,VS1,60.2,56.0,1775,5.22,5.28,3.16
46506,0.56,Premium,F,VS2,59.6,58.0,1778,5.36,5.34,3.19
46508,0.51,Ideal,D,VS1,62.4,57.0,1779,5.09,5.13,3.19
46536,0.51,Premium,E,VS2,60.3,59.0,1781,5.22,5.2,3.14
46628,0.3,Ideal,H,VS1,62.2,57.0,526,4.28,4.3,2.67
46724,0.51,Ideal,G,VVS2,62.1,55.5,1794,5.08,5.13,3.18
46736,0.58,Ideal,F,VS2,62.4,57.0,1798,5.31,5.33,3.32
46771,0.66,Premium,F,SI1,60.6,58.0,1802,5.69,5.63,3.43
46775,0.56,Ideal,D,SI1,61.9,55.0,1803,5.31,5.29,3.28
46814,0.51,Ideal,D,VS2,61.4,57.0,1807,5.16,5.13,3.16
46858,0.51,Ideal,G,VVS2,60.1,56.0,1813,5.22,5.24,3.14
46887,0.54,Premium,F,VS2,62.4,55.0,1814,5.23,5.19,3.25
46947,0.52,Premium,E,VS2,62.3,57.0,1815,5.17,5.1,3.2
47279,0.55,Ideal,H,VVS1,61.7,55.0,1845,5.27,5.3,3.27
47304,0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34
47378,0.57,Premium,D,SI1,61.1,56.0,1847,5.38,5.33,3.27
47451,0.53,Ideal,D,VS2,62.1,55.0,1857,5.17,5.2,3.22
47561,0.71,Very Good,I,SI2,63.7,57.0,1875,5.64,5.67,3.6
47672,0.51,Ideal,D,VS2,61.7,55.0,1882,5.14,5.11,3.16
47691,0.57,Very Good,E,VS1,62.9,57.0,1883,5.27,5.29,3.32
47720,0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,3.35
47811,0.71,Very Good,I,SI2,61.9,54.0,1902,5.67,5.74,3.53
47827,0.55,Ideal,H,IF,62.3,54.0,1905,5.25,5.28,3.28
47861,0.64,Very Good,D,SI1,63.7,54.0,1910,5.47,5.52,3.5
47888,0.59,Premium,D,SI1,62.3,54.0,1912,5.41,5.38,3.36
48015,0.7,Fair,F,SI2,58.2,66.0,1920,5.77,5.74,3.35
48016,0.5,Premium,E,VS2,60.3,58.0,1920,5.15,5.13,3.1
48063,0.55,Ideal,D,VS2,61.8,54.0,1928,5.26,5.29,3.26
48078,0.56,Ideal,E,VS1,61.3,55.0,1930,5.29,5.32,3.25
48080,0.56,Very Good,E,VS1,62.7,60.0,1931,5.25,5.28,3.3
48155,0.59,Ideal,E,VS2,60.2,61.0,1941,5.43,5.47,3.28
48161,0.5,Very Good,F,VVS2,62.7,56.0,1942,5.08,5.03,3.17
48308,0.33,Ideal,I,VS1,62.1,53.9,534,4.43,4.45,2.76
48322,0.23,Ideal,G,VVS1,60.8,57.0,536,3.96,3.99,2.41
48337,0.54,Premium,E,VS1,61.3,56.0,1960,5.27,5.23,3.22
48339,0.5,Ideal,F,VVS2,62.1,58.0,1960,5.07,5.11,3.16
48375,0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
48408,0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
48535,0.54,Ideal,D,VS1,61.6,54.0,1987,5.24,5.25,3.23
48553,0.55,Ideal,D,VS1,61.7,55.0,1990,5.26,5.25,3.24
48637,0.37,Ideal,I,VS2,61.5,56.0,537,4.6,4.63,2.84
48639,0.31,Premium,I,SI1,62.3,58.0,537,4.38,4.35,2.72
48836,0.57,Ideal,E,VS1,61.6,56.9,2030,5.29,5.36,3.28
48951,0.57,Premium,D,VS2,61.7,60.0,2047,5.32,5.28,3.27
49035,0.7,Ideal,I,SI1,61.9,58.0,2054,5.67,5.7,3.52
49073,0.48,Ideal,F,IF,62.0,54.0,2059,5.0,5.05,3.11
49101,0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
49145,0.5,Very Good,D,VS1,62.1,58.0,2068,5.07,5.1,3.16
49262,0.71,Very Good,F,SI1,63.0,56.0,2088,5.65,5.72,3.58
49305,0.24,Ideal,F,VVS2,61.5,56.0,540,3.99,4.01,2.46
49642,0.32,Premium,F,SI2,59.7,59.0,540,4.48,4.43,2.66
49664,0.6,Ideal,E,VS2,60.6,56.0,2141,5.47,5.52,3.33
49715,0.56,Ideal,G,VVS2,62.6,53.0,2148,5.27,5.31,3.31
49762,0.7,Premium,H,SI2,58.8,59.0,2159,5.92,5.84,3.44
49777,0.7,Good,F,SI1,63.1,57.0,2161,5.61,5.65,3.55
49821,0.61,Ideal,G,VS1,60.9,57.0,2167,5.46,5.5,3.34
49852,0.87,Premium,F,I1,59.1,58.0,2170,6.25,6.21,3.68
49905,0.74,Very Good,E,SI2,61.7,56.0,2179,5.76,5.9,3.6
49951,0.3,Premium,H,SI1,62.2,60.0,540,4.28,4.24,2.65
49967,0.33,Very Good,E,SI1,59.1,59.0,540,4.54,4.59,2.7
49985,0.71,Ideal,E,SI2,62.3,57.0,2190,5.66,5.74,3.55
50022,0.7,Very Good,F,SI1,62.6,56.0,2196,5.66,5.72,3.56
50042,0.81,Premium,J,SI1,61.8,57.0,2199,6.02,5.96,3.7
50058,0.7,Very Good,I,VS2,62.8,59.0,2202,5.56,5.61,3.51
50081,0.51,Premium,D,VS1,60.0,58.0,2203,5.19,5.14,3.1
50178,0.71,Very Good,F,SI1,62.1,58.0,2221,5.64,5.72,3.53
50205,0.8,Premium,J,SI1,60.1,57.0,2227,6.03,5.98,3.61
50344,0.67,Good,F,VS1,64.4,57.0,2244,5.55,5.6,3.6
50360,0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51
50464,0.72,Premium,E,SI1,62.1,58.0,2265,5.69,5.72,3.54
50608,0.7,Ideal,H,SI2,60.4,58.0,2285,5.82,5.77,3.5
50631,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
50720,0.72,Very Good,D,SI2,59.8,60.0,2294,5.76,5.81,3.46
50747,0.81,Fair,I,VS1,66.5,53.0,2297,5.76,5.83,3.86
50785,0.76,Premium,E,SI2,61.3,59.0,2303,5.85,5.83,3.58
50792,0.96,Fair,J,I1,59.5,60.0,2304,6.28,6.23,3.72
50951,0.87,Premium,J,SI1,61.4,57.0,2321,6.17,6.14,3.78
50987,0.31,Very Good,H,VS1,62.9,58.0,544,4.31,4.34,2.72
51041,0.82,Premium,E,SI2,60.0,56.0,2329,6.11,6.08,3.66
51054,0.7,Premium,H,SI1,62.8,57.0,2331,5.66,5.61,3.54
51149,0.71,Very Good,E,SI2,58.4,63.0,2343,5.85,5.8,3.4
51239,0.7,Ideal,I,VVS2,62.1,56.0,2353,5.65,5.71,3.53
51244,0.72,Ideal,H,SI1,62.3,54.0,2354,5.78,5.75,3.59
51290,0.77,Ideal,E,SI2,61.0,57.0,2360,5.95,5.92,3.62
51325,0.31,Very Good,G,VS2,62.6,57.0,544,4.3,4.32,2.7
51356,0.61,Ideal,D,VS2,61.6,56.0,2364,5.46,5.49,3.37
51397,0.73,Very Good,I,VS2,62.2,57.0,2369,5.75,5.76,3.58
51404,0.7,Fair,F,VS2,65.5,57.0,2369,5.55,5.41,3.59
51455,0.72,Ideal,H,VS2,62.8,57.0,2376,5.74,5.7,3.59
51613,0.73,Very Good,E,SI2,62.1,58.0,2395,5.75,5.81,3.59
51621,0.72,Very Good,G,SI1,62.8,60.0,2396,5.78,5.68,3.6
51669,0.7,Ideal,I,VS1,62.1,57.0,2398,5.69,5.71,3.54
51671,0.72,Ideal,E,SI2,62.3,54.0,2398,5.75,5.78,3.59
51801,0.7,Premium,H,VS2,60.7,59.0,2415,5.68,5.66,3.44
51811,0.71,Ideal,D,SI2,61.5,55.0,2416,5.72,5.8,3.54
51890,0.78,Good,D,SI2,57.5,63.0,2430,6.13,6.05,3.5
51910,0.7,Premium,H,VS1,60.2,56.0,2435,5.78,5.71,3.46
51942,0.7,Good,F,VS1,64.0,57.0,2441,5.62,5.54,3.57
51985,0.25,Very Good,F,VVS2,63.0,57.0,548,3.98,4.08,2.54
52001,0.81,Very Good,I,VS2,62.6,59.7,2444,5.86,5.92,3.69
52030,0.71,Very Good,I,VVS2,61.5,58.0,2448,5.73,5.81,3.55
52048,0.8,Premium,G,SI2,61.4,56.0,2451,5.99,5.96,3.67
52097,0.81,Ideal,G,SI2,61.7,57.0,2459,5.98,6.01,3.7
52255,1.01,Premium,J,I1,60.7,59.0,2488,6.39,6.42,3.89
52365,0.73,Very Good,F,VS2,58.9,60.0,2503,5.9,5.81,3.45
52374,0.72,Very Good,H,SI1,60.3,55.0,2505,5.84,5.85,3.52
52389,0.57,Ideal,F,VVS1,60.7,57.0,2507,5.39,5.36,3.26
52423,1.3,Fair,H,I1,64.4,57.0,2512,6.93,6.86,4.44
52518,0.77,Premium,G,SI1,62.6,58.0,2528,5.85,5.88,3.67
52578,0.71,Ideal,G,VS2,61.6,55.0,2537,5.74,5.78,3.55
52733,0.55,Ideal,F,VVS2,62.3,54.0,2558,5.27,5.29,3.29
52790,0.72,Ideal,F,VS2,61.9,54.0,2568,5.77,5.74,3.56
52793,0.71,Very Good,H,VS1,62.1,55.0,2569,5.71,5.72,3.55
52870,0.88,Good,I,SI1,60.2,64.0,2581,6.22,6.18,3.73
52948,0.7,Very Good,E,VS2,62.5,57.0,2593,5.64,5.68,3.54
53027,0.61,Ideal,G,IF,61.8,52.0,2601,5.46,5.55,3.4
53030,0.72,Ideal,I,VVS2,61.0,57.0,2602,5.81,5.84,3.55
53065,0.72,Fair,H,VVS2,56.5,68.0,2608,6.03,5.89,3.37
53134,0.75,Ideal,D,SI2,61.5,55.0,2618,5.85,5.89,3.61
53198,0.7,Ideal,E,VS2,62.1,57.0,2633,5.68,5.73,3.54
53285,0.3,Premium,D,SI1,62.4,60.0,552,4.23,4.26,2.65
53325,0.78,Ideal,I,VS2,59.8,58.0,2652,5.98,6.02,3.59
53349,0.7,Fair,G,VS2,64.4,56.0,2657,5.64,5.57,3.61
53361,0.7,Premium,G,VS2,60.9,60.0,2657,5.72,5.68,3.47
53419,0.72,Premium,F,SI1,59.5,62.0,2670,5.85,5.74,3.45
53482,0.9,Premium,F,SI2,58.5,60.0,2681,6.3,6.25,3.67
53498,0.73,Premium,F,VS2,62.3,60.0,2683,5.77,5.73,3.58
53520,0.72,Very Good,E,SI2,61.4,58.0,2688,5.76,5.8,3.55
53566,0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55
53574,0.7,Ideal,E,VS2,62.8,57.0,2697,5.71,5.62,3.56
53582,0.75,Premium,E,SI1,62.8,56.0,2698,5.78,5.75,3.62
53616,0.3,Ideal,I,VVS1,62.4,56.0,552,4.3,4.32,2.69
53636,0.3,Ideal,I,VVS1,62.1,56.0,552,4.3,4.33,2.68
53718,0.51,Ideal,E,VVS1,61.9,54.0,2720,5.11,5.17,3.18
53798,0.72,Ideal,E,SI1,61.3,56.0,2731,5.77,5.81,3.55
53801,0.9,Fair,I,VS1,68.7,62.0,2732,5.83,5.79,3.99
53876,1.04,Very Good,I,I1,61.6,61.0,2745,6.45,6.47,3.98
53877,0.7,Ideal,E,SI1,61.7,55.0,2745,5.71,5.74,3.53
53921,0.7,Very Good,E,VS2,62.4,60.0,2755,5.57,5.61,3.49
53924,0.73,Ideal,I,VS2,61.3,56.0,2756,5.8,5.84,3.57
